Group1_key,ecatalogue_key,CatFullNumber,Present Sci name,Phylum,Class,Order,Family,Genus,Ocean,SeaGulf,BaySound,Country,ProvinceStateTerritory,DistrictCountyShire,Township,NearestNamedPlace,PreciseLocation,AquDepthFromMet,AquDepthToMet,ColDate,Year Collected,Collector,Lat,Long
287,287,IZ.016044.GP,Acanthodoris pilosa,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1872,1872,Verrill,41.275,-72.964
91,91,IZ.000459.TN,Alcyonidioides mytili,Bryozoa,Gymnolaemata,Ctenostomata,Alcyonidiidae,Alcyonidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1873,1873,Verrill,41.275,-72.964
90,90,IZ.000455.TN,Alcyonidium hirsutum,Bryozoa,Gymnolaemata,Ctenostomata,Alcyonidiidae,Alcyonidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1873-05-05,1873,Verrill,41.275,-72.964
85,85,IZ.000420.TN,Alcyonidium ramosum,Bryozoa,Gymnolaemata,Ctenostomata,Alcyonidiidae,Alcyonidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,,Verrill,41.279,-72.797
89,89,IZ.000452.TN,Alcyonidium ramosum,Bryozoa,Gymnolaemata,Ctenostomata,Alcyonidiidae,Alcyonidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,,Verrill,41.279,-72.797
429,429,IZ.063234,Alcyonidium ramosum,Bryozoa,Gymnolaemata,Ctenostomata,Alcyonidiidae,Alcyonidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,off South End,,,,,Verrill,41.307,-72.925
460,460,IZ.102884,Alcyonidium ramosum,Bryozoa,Gymnolaemata,Ctenostomata,Alcyonidiidae,Alcyonidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,,Verrill,41.279,-72.797
461,461,IZ.102885,Alcyonidium verrilli,Bryozoa,Gymnolaemata,Ctenostomata,Alcyonidiidae,Alcyonidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,,Verrill,41.279,-72.797
107,107,IZ.000610.AN,Alitta succinea,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,(and Stony Creek),,,1872-05-,1872,Verrill,41.275,-72.964
109,109,IZ.000612.AN,Alitta succinea,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
338,338,IZ.044362,Alitta succinea,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1894-10-,1894,Verrill,41.279,-72.797
339,339,IZ.044366,Alitta succinea,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
340,340,IZ.044369,Alitta succinea,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,East Haven,,,,1865-01-,1865,Verrill,41.297,-72.857
341,341,IZ.044392,Alitta succinea,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
25,25,IZ.000217.AN,Alitta virens,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1871-05-15,1871,Verrill,41.279,-72.797
39,39,IZ.000232.AN,Alitta virens,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
55,55,IZ.000391.AN,Alitta virens,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,East Haven,,,,1865-01-,1865,Verrill,41.297,-72.857
110,110,IZ.000619.AN,Alitta virens,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1872-05-,1872,Verrill,41.279,-72.797
342,342,IZ.044418,Alitta virens,Annelida,Polychaeta,Errantida,Nereidae,Alitta ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
424,424,IZ.051190,Alvania sp.,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,,,Verrill,41.279,-72.797
88,88,IZ.000444.TN,Amathia dichotoma,Bryozoa,Gymnolaemata,Ctenostomata,Vesiculariidae,Amathia ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,1872,1872,Verrill,41.279,-72.797
430,430,IZ.063238,Amathia gracilis,Bryozoa,Gymnolaemata,Ctenostomata,Vesiculariidae,Amathia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,off South End,,,,,Verrill,41.307,-72.925
462,462,IZ.103887,Amathia gracilis,Bryozoa,Gymnolaemata,Ctenostomata,Vesiculariidae,Amathia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1875,1875,Verrill,41.279,-72.797
454,454,IZ.102193,Ampelisca vadorum,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
453,453,IZ.102192,Ampelisca verrilli,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
259,259,IZ.008479.CR,Amphibalanus eburneus,Arthropoda,Hexanauplia,Sessilia ,Balanidae,Amphibalanus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1907,1907,Verrill,41.279,-72.797
463,463,IZ.103888,Amphibalanus eburneus,Arthropoda,Hexanauplia,Sessilia ,Balanidae,Amphibalanus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1875,1875,Verrill,41.279,-72.797
257,257,IZ.008430.CR,Amphibalanus improvisus,Arthropoda,Cirripedia,Thoracica,Balanidae,Amphibalanus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,,Verrill,41.279,-72.797
190,190,IZ.004978.EC,Amphioplus abditus,Echinodermata,Stelleroidea,Ophiuroidea,Amphilepidida,Amphioplus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,,,Verrill,41.279,-72.797
6,6,IZ.000114.NM,Amphiporus sp.,Nemertina,Enopla,Hoplonemertea,Amphiporidae,Amphiporus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1871-05-01,1871,Verrill,41.275,-72.964
29,29,IZ.000222.AN,Amphitrite ornata,Annelida,Polychaeta,Terebellida,Terebellidae,Amphitrite,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1871-05-15,1871,Verrill,41.279,-72.797
125,125,IZ.000869.AN,Amphitrite ornata,Annelida,Polychaeta,Terebellida,Terebellidae,Amphitrite,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1872-05-,1872,Verrill,41.279,-72.797
359,359,IZ.045229,Amphitrite ornata,Annelida,Polychaeta,Terebellida,Terebellidae,Amphitrite,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,New Haven,South End,,,,1875-11-,1875,Verrill,41.307,-72.925
360,360,IZ.045230,Amphitrite ornata,Annelida,Polychaeta,Terebellida,Terebellidae,Amphitrite,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1870-10-,1870,Verrill,41.275,-72.964
227,227,IZ.007784.CR,Ampithoe rubricata,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,in pools,,,1874-09-29,1874,Verrill,41.279,-72.797
241,241,IZ.007899.CR,Ampithoe rubricata,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1879-10-02,1879,Verrill,41.321,-72.693
228,228,IZ.007785.CR,Ampithoe valida,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,in pools,,,1874-09-29,1874,Verrill,41.279,-72.797
239,239,IZ.007897.CR,Ampithoe valida,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1879-10-02,1879,Verrill,41.321,-72.693
212,212,IZ.006462.BV,Anadara transversa,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1898,1898,Verrill,41.279,-72.797
150,150,IZ.002225.TN,Aplidium constellatum,Chordata,Ascidiacea,Enterogona,Polyclinidae,Aplidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,,,Verrill,41.279,-72.797
248,248,IZ.008112.CR,Apohyale prevostii,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Apohyale,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1873-05-05,1873,Verrill,41.275,-72.964
27,27,IZ.000219.AN,Arabella iricolor,Annelida,Polychaeta,Eunicida,Arabellidae,Arabella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1871-05-15,1871,Verrill,41.279,-72.797
112,112,IZ.000629.AN,Arabella iricolor,Annelida,Polychaeta,Eunicida,Arabellidae,Arabella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1881,1881,Verrill,41.307,-72.925
115,115,IZ.000659.AN,Arabella iricolor,Annelida,Polychaeta,Eunicida,Arabellidae,Arabella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,South End,,,1874-11-,1874,Verrill,41.307,-72.925
218,218,IZ.007471.BV,Argopecten irradians,Mollusca,Bivalvia,Pterioida,Pectinidae,Argopecten,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,1866,1866,Verrill,,
210,210,IZ.006384.CR,Armadillidium vulgare,Arthropoda,Malacostraca,Isopoda,Armadillididae,Armadillidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
275,275,IZ.009121.CR,Armadillidium vulgare,Arthropoda,Malacostraca,Isopoda,Armadillididae,Armadillidium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
271,271,IZ.009103.CR,Asellus sp.,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
272,272,IZ.009104.CR,Asellus sp.,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
260,260,IZ.008593.EC,Asterias forbesi,Echinodermata,Stelleroidea,Forcipulatida,Asteriidae,Asterias,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1894-10-07,1894,Verrill,41.279,-72.797
280,280,IZ.009680.EC,Asterias forbesi,Echinodermata,Stelleroidea,Forcipulatida,Asteriidae,Asterias,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1906-06-,1906,Verrill,41.279,-72.797
281,281,IZ.009681.EC,Asterias forbesi,Echinodermata,Stelleroidea,Forcipulatida,Asteriidae,Asterias,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1896,1896,Verrill,41.279,-72.797
282,282,IZ.009682.EC,Asterias forbesi,Echinodermata,Stelleroidea,Forcipulatida,Asteriidae,Asterias,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
7,7,IZ.000120.CN,Astrangia poculata,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,New Haven,Lighthouse Point,5 mile point,,,1871-10-,1871,Verrill,41.307,-72.925
253,253,IZ.008331.CN,Astrangia poculata,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
254,254,IZ.008334.CN,Astrangia poculata,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,Atlantic Ocean,,,USA,New York,Suffolk County,,Long Island Sound,Peconic Bay,,,1874,1874,Verrill,,
255,255,IZ.008338.CN,Astrangia poculata,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
256,256,IZ.008384.CN,Astrangia poculata,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,Atlantic Ocean,,,USA,New York,Suffolk County,,Long Island Sound,Peconic Bay,,,1874,1874,Verrill,,
23,23,IZ.000207.AN,Autolytus sp.,Annelida,Polychaeta,Phyllodocida,Syllidae,Autolytus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,off South End,,,1871-05-29,1871,Verrill,41.307,-72.925
258,258,IZ.008443.CR,Balanus sp.,Arthropoda,Cirripedia,Thoracica,Balanidae,Balanus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1906-11-,1906,Verrill,41.279,-72.797
306,306,IZ.037556,Bdelloura candida,Platyhelminthes,Turbellaria,Tricladida,Bdellouridae,Bdelloura,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1871-05-15,1871,Verrill,41.279,-72.797
96,96,IZ.000526.BV,Biflustra tenuis,Bryozoa,Gymnolaemata,Cheilostomata,Membraniporidae,Biflustra ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
425,425,IZ.055061,Bittiolum alternatum,Mollusca,Gastropoda,Sorbeoconcha,Cerithiidae,Bittiolum,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1894,1894,Verrill,41.279,-72.797
98,98,IZ.000528.BV,Bivalvia,Mollusca,Bivalvia, , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
99,99,IZ.000529.BV,Bivalvia,Mollusca,Bivalvia, , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
176,176,IZ.002899.BV,Bivalvia,Mollusca,Bivalvia, , , ,,,,,,,,,,,,,,Verrill,,
157,157,IZ.002388.TN,Botryllus schlosseri,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,1909,Verrill,41.279,-72.797
158,158,IZ.002395.TN,Botryllus schlosseri,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,1909,Verrill,41.279,-72.797
459,459,IZ.102198,Brachyura,Arthropoda,Malacostraca,Decapoda, , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
292,292,IZ.024186,Busycotypus canaliculatus,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Busycotypus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
326,326,IZ.041763,Cancer plebejus,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1892,1892,Verrill,41.279,-72.797
231,231,IZ.007788.CR,Caprella penantis,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,in pools,,,1874-09-29,1874,Verrill,41.279,-72.797
242,242,IZ.007903.CR,Caprella penantis,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1879-10-02,1879,Verrill,41.321,-72.693
447,447,IZ.102174,Caprelloidea ,Arthropoda,Malacostraca,Amphipoda, , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1870-10-02,1870,Verrill,41.321,-72.693
205,205,IZ.005772.CR,Carcinus maenas,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1902,1902,Verrill,41.279,-72.797
329,329,IZ.042849,Carcinus maenas,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
315,315,IZ.037796,Cerebratulus lacteus,Nemertina,Anopla,Heteronemertea,Lineidae,Cerebratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1871-05-,1871,Verrill,41.279,-72.797
313,313,IZ.037785,Cerebratulus roseus,Nemertina,Anopla,Heteronemertea,Lineidae,Cerebratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
314,314,IZ.037789,Cerebratulus roseus,Nemertina,Anopla,Heteronemertea,Lineidae,Cerebratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1871-05-,1871,Verrill,41.275,-72.964
262,262,IZ.008769.CR,Chiridotea coeca,Arthropoda,Malacostraca,Isopoda,Idoteidae,Chiridotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1873-09-,1873,Verrill,41.275,-72.964
269,269,IZ.008950.CR,Chiridotea coeca,Arthropoda,Malacostraca,Isopoda,Idoteidae,Chiridotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1878,1878,Verrill,41.307,-72.925
433,433,IZ.091154,Chiridotea coeca,Arthropoda,Malacostraca,Isopoda,Idoteidae,Chiridotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1877-10-,1877,Verrill,41.275,-72.964
434,434,IZ.091155,Chiridotea coeca,Arthropoda,Malacostraca,Isopoda,Idoteidae,Chiridotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1877-10-,1877,Verrill,41.275,-72.964
435,435,IZ.091156,Chiridotea coeca,Arthropoda,Malacostraca,Isopoda,Idoteidae,Chiridotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1877-10-,1877,Verrill,41.275,-72.964
8,8,IZ.000160.AN,Cirratulus grandis,Annelida,Polychaeta,Spionida,Cirratulidae,Cirratulus,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,1865-05-,1865,Verrill,,
28,28,IZ.000221.AN,Cirratulus grandis,Annelida,Polychaeta,Spionida,Cirratulidae,Cirratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1871-05-15,1871,Verrill,41.279,-72.797
35,35,IZ.000228.AN,Cirratulus grandis,Annelida,Polychaeta,Spionida,Cirratulidae,Cirratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1870-10-,1870,Verrill,41.275,-72.964
60,60,IZ.000396.AN,Cirratulus grandis,Annelida,Polychaeta,Spionida,Cirratulidae,Cirratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,(and South End),,,1866-12-,1866,Verrill,41.275,-72.964
119,119,IZ.000778.AN,Cirratulus grandis,Annelida,Polychaeta,Spionida,Cirratulidae,Cirratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1872-05-,1872,Verrill,41.279,-72.797
120,120,IZ.000781.AN,Cirratulus grandis,Annelida,Polychaeta,Spionida,Cirratulidae,Cirratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1876,1876,Verrill,41.307,-72.925
121,121,IZ.000782.AN,Cirratulus grandis,Annelida,Polychaeta,Spionida,Cirratulidae,Cirratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
331,331,IZ.043711,Cirratulus sp.,Annelida,Polychaeta,Spionida,Cirratulidae,Cirratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,New Haven,South End,,,,1875-11-,1875,Verrill,41.307,-72.925
350,350,IZ.044674,Cistenides gouldii,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
41,41,IZ.000261.PR,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,,near New Haven,,,,,Verrill,41.307,-72.925
43,43,IZ.000262.PR,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,,near New Haven,,,,,Verrill,41.307,-72.925
94,94,IZ.000481.PR,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
216,216,IZ.007049.PR,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,,,Verrill,41.358,-72.028
221,221,IZ.007494.PR,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,,Verrill,41.279,-72.797
261,261,IZ.008732.PR,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,South End,,,1874,1874,Verrill,41.307,-72.925
93,93,IZ.000476.PR,Cliona celata,Porifera,Demospongiae,Hadromerida,Clionaidae,Cliona,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
268,268,IZ.008882.PR,Cliona sp.,Porifera,Demospongiae,Hadromerida,Clionaidae,Cliona,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Guilford,Falkner Island,,,1873,1873,Verrill,41.321,-72.693
