Group1_key,ecatalogue_key,CatFullNumber,Present Sci name,Phylum,Class,Order,Family,Genus,Ocean,SeaGulf,BaySound,Country,ProvinceStateTerritory,DistrictCountyShire,Township,NearestNamedPlace,PreciseLocation,AquDepthFromMet,AquDepthToMet,ColDate,Year Collected,Collector,Lat,Long
58,58,IZ.000394.AN,Clymenella torquata,Annelida,Polychaeta,Capitellida,Maldanidae,Clymenella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,(and South End),,,1866-12-,1866,Verrill,41.275,-72.964
181,181,IZ.002904.AN,Clymenella torquata,Annelida,Polychaeta,Capitellida,Maldanidae,Clymenella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
421,421,IZ.050110,Conopeum reticulum,Bryozoa,Gymnolaemata,Cheilostomata,Electridae,Conopeum,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1868,1868,Verrill,41.307,-72.925
445,445,IZ.102172,Copepoda,Arthropoda,Copepoda, , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1870-10-02,1870,Verrill,41.321,-72.693
448,448,IZ.102175,Copepoda,Arthropoda,Copepoda, , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1870-10-02,1870,Verrill,41.321,-72.693
452,452,IZ.102191,Copepoda,Arthropoda,Copepoda, , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
283,283,IZ.013179.GP,Corambe obscura,Mollusca,Gastropoda,Nudibranchia,Corambidae,Corambe ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1893-10-21,1893,Verrill,41.279,-72.797
50,50,IZ.000291.BV,Crassostrea virginica,Mollusca,Bivalvia,Pterioida,Ostreidae,Crassostrea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,,New Haven?,,,,,Verrill,41.311,-72.925
285,285,IZ.014391.GP,Crepidula convexa ,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Atlantic Ocean,,Long Island Sound,USA,Connecticut,,,,,,,1885-05-,1885,Verrill,,
5,5,IZ.000100.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,1865,1865,Verrill,,
64,64,IZ.000404.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
66,66,IZ.000405.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
68,68,IZ.000406.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
70,70,IZ.000407.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
72,72,IZ.000408.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
74,74,IZ.000409.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
76,76,IZ.000413.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
78,78,IZ.000414.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
80,80,IZ.000415.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
82,82,IZ.000416.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
84,84,IZ.000417.CR,Crustacea,Arthropoda, , , , ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
53,53,IZ.000314.CN,Cyanea capillata,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,1865,1865,Verrill,,
301,301,IZ.035117,Cyanea capillata,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Atlantic Ocean,,Long Island Sound,USA,,,,,,,,1874,1874,Verrill,,
304,304,IZ.035234,Cyanea capillata,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1905,1905,Verrill,41.279,-72.797
302,302,IZ.035154,Cyanea sp.,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,,Verrill,41.279,-72.797
303,303,IZ.035155,Cyanea sp.,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,1903,Verrill,41.279,-72.797
266,266,IZ.008837.CR,Cyathura polita,Arthropoda,Malacostraca,Isopoda,Anthuridae,Cyathura,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
273,273,IZ.009119.CR,Cylisticus convexus,Arthropoda,Malacostraca,Isopoda,Oniscidae,Cylisticus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
229,229,IZ.007786.CR,Cymadusa compta,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Cymadusa,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,in pools,,,1874-09-29,1874,Verrill,41.279,-72.797
45,45,IZ.000263.PR,Demospongiae,Porifera,Demospongiae, , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,,near New Haven,,,,,Verrill,41.307,-72.925
279,279,IZ.009530.CN,Diadumene leucolena,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1906,1906,Verrill,41.279,-72.797
456,456,IZ.102195,Diastylis quadrispinosa,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
431,431,IZ.088920,Diatoms,Diatoms, , , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
32,32,IZ.000225.AN,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1870-10-,1870,Verrill,41.275,-72.964
111,111,IZ.000628.AN,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1881,1881,Verrill,41.307,-72.925
116,116,IZ.000665.AN,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,(and New Haven),,,1870-06-,1870,Verrill,41.275,-72.964
117,117,IZ.000666.AN,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
118,118,IZ.000668.AN,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1872-05-,1872,Verrill,41.275,-72.964
343,343,IZ.044425,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1880,1880,Verrill,41.275,-72.964
344,344,IZ.044426,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
345,345,IZ.044427,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
346,346,IZ.044430,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1881-05-22,1881,Verrill,41.307,-72.925
347,347,IZ.044431,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
348,348,IZ.044432,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1877,1877,Verrill,41.307,-72.925
349,349,IZ.044433,Diopatra cuprea,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1865-05-,1865,Verrill,41.275,-72.964
33,33,IZ.000226.AN,Drilonereis longa,Annelida,Polychaeta,Eunicida,Arabellidae,Drilonereis,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1870-10-,1870,Verrill,41.275,-72.964
365,365,IZ.045417,Drilonereis longa,Annelida,Polychaeta,Eunicida,Arabellidae,Drilonereis,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1881-05-22,1881,Verrill,41.275,-72.964
171,171,IZ.002838.AN,Drilonereis sp.,Annelida,Polychaeta,Eunicida,Arabellidae,Drilonereis,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1872-05-,1872,Verrill,41.279,-72.797
291,291,IZ.024172,Drilonereis sp.,Annelida,Polychaeta,Eunicida,Arabellidae,Drilonereis,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1872-05-,1872,Verrill,41.279,-72.797
423,423,IZ.051067,Ecrobia truncata,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Ecrobia ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,,,Verrill,41.279,-72.797
147,147,IZ.002019.CR,Edotia triloba,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1871-05-01,1871,Verrill,41.275,-72.964
436,436,IZ.091171,Edotia triloba,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1872-05-22,1872,Verrill,41.275,-72.964
437,437,IZ.091175,Edotia triloba,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1872-05-22,1872,Verrill,41.275,-72.964
458,458,IZ.102197,Edotia triloba,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
127,127,IZ.000950.AN,Enchytraeus sp.,Annelida,Oligochaeta, ,Enchytraeidae,Enchytraeus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1875,1875,Verrill,41.307,-72.925
126,126,IZ.000890.AN,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1872-05-,1872,Verrill,41.275,-72.964
166,166,IZ.002723.AN,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1871-05-15,1871,Verrill,41.279,-72.797
323,323,IZ.040568,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1872-05-,1872,Verrill,41.275,-72.964
324,324,IZ.040569,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1872-05-,1872,Verrill,41.275,-72.964
325,325,IZ.040570,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1872-05-,1872,Verrill,41.275,-72.964
361,361,IZ.045242,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
362,362,IZ.045243,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1872-05-,1872,Verrill,41.275,-72.964
363,363,IZ.045244,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
364,364,IZ.045245,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
284,284,IZ.014385.GP,Ergaea walshi,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Ergaea ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
146,146,IZ.002011.CR,Erichsonella filiformis,Arthropoda,Malacostraca,Isopoda,Idoteidae,Erichsonella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,,,Verrill,41.279,-72.797
230,230,IZ.007787.CR,Ericthonius brasiliensis,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Erichthonius,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,in pools,,,1874-09-29,1874,Verrill,41.279,-72.797
240,240,IZ.007898.CR,Ericthonius brasiliensis,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1879-10-02,1879,Verrill,41.321,-72.693
97,97,IZ.000527.BV,Eschara sp.,Bryozoa,Gymnolaemata,Cheilostomata, ,Eschara,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
420,420,IZ.049879,Escharelloides spinulifera,Bryozoa,Gymnolaemata,Cheilostomatida,Hincksiporidae,Escharelloides ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Thimble Islands,,,,1874,1874,Verrill,,
251,251,IZ.008254.CR,Eubranchipus vernalis,Arthropoda,Branchiopoda,Anostraca,Chirocephalidae,Eubranchipus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
355,355,IZ.045175,Euspira heros,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
356,356,IZ.045176,Euspira heros,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
357,357,IZ.045177,Euspira heros,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
358,358,IZ.045179,Euspira heros,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
419,419,IZ.048977,Eusyllis fragilis,Annelida,Polychaeta,Phyllodocida,Syllidae,Eusyllis,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1877-10-,1877,Verrill,41.275,-72.964
65,65,IZ.000405.AN,Fabricia stellaris,Annelida,Polychaeta,Sabellida,Fabriciidae,Fabricia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
444,444,IZ.102171,Flabellifera,Arthropoda,Malacostraca,Isopoda, , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1870-10-02,1870,Verrill,41.321,-72.693
83,83,IZ.000416.TN,Flustrellidra hispida,Bryozoa,Gymnolaemata,Ctenostomata,Flustrellidridae,Flustrellidra ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1873-05-05,1873,Verrill,41.275,-72.964
187,187,IZ.004616.CR,Gammarus annulatus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1873-05-05,1873,Verrill,41.307,-72.925
219,219,IZ.007483.CR,Gammarus lawrencianus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1873-05-01,1873,Verrill,41.307,-72.925
186,186,IZ.004595.CR,Gammarus mucronatus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1873-05-05,1873,Verrill,41.307,-72.925
188,188,IZ.004701.CR,Gammarus oceanicus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
223,223,IZ.007596.CR,Gammarus oceanicus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,"3/4 tide, among grassroots",,,1874-06-01,1874,Verrill,41.275,-72.964
224,224,IZ.007597.CR,Gammarus oceanicus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,"3/4 tide, among grassroots",,,1874-06-01,1874,Verrill,41.275,-72.964
226,226,IZ.007599.CR,Gammarus oceanicus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1872-05-22,1872,Verrill,41.275,-72.964
238,238,IZ.007896,Gammarus oceanicus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Guilford,Faulkner's Island,,,,1879-10-02,1879,Verrill,41.321,-72.693
264,264,IZ.008835.CR,Gammarus oceanicus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
220,220,IZ.007484.CR,Gammarus palustris,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1873-05-01,1873,Verrill,41.307,-72.925
222,222,IZ.007595.CR,Gammarus palustris,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,"3/4 tide, among grassroots",,,1874-06-01,1874,Verrill,41.275,-72.964
246,246,IZ.008038.CR,Gammarus palustris,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1873-05-05,1873,Verrill,41.307,-72.925
450,450,IZ.102179,Gammarus palustris,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,In pool near low water,,,1874-06-01,1874,Verrill,41.275,-72.964
265,265,IZ.008836.CR,Gammarus sp.,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
322,322,IZ.039103,Geukensia demissa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Geukensia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
3,3,IZ.000085.CR,Gilvossius setimanus,Arthropoda,Malacostraca,Decapoda,Callianassidae,Gilvossius,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,1865,1865,Verrill,,
198,198,IZ.005653.CR,Gilvossius setimanus,Arthropoda,Malacostraca,Decapoda,Callianassidae,Gilvossius,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,1896,1896,Verrill,41.279,-72.797
199,199,IZ.005654.CR,Gilvossius setimanus,Arthropoda,Malacostraca,Decapoda,Callianassidae,Gilvossius,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,South End,,,1875-11-,1875,Verrill,41.307,-72.925
200,200,IZ.005657.CR,Gilvossius setimanus,Arthropoda,Malacostraca,Decapoda,Callianassidae,Gilvossius,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,"South End & Stony Creek, Branford",,,,,Verrill,41.307,-72.925
26,26,IZ.000218.AN,Glycera americana,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1871-05-15,1871,Verrill,41.279,-72.797
330,330,IZ.043449,Glycera dibranchiata,Annelida,Polychaeta,Phyllodocida,Glyceridae,Euglycera,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1894,1894,Verrill,41.279,-72.797
193,193,IZ.005454.CN,Halecium delicatulum,Cnidaria,Hydrozoa,Hydroida,Haleciidae,Halecium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
194,194,IZ.005455.CN,Halecium delicatulum,Cnidaria,Hydrozoa,Hydroida,Haleciidae,Halecium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
195,195,IZ.005456.CN,Halecium delicatulum,Cnidaria,Hydrozoa,Hydroida,Haleciidae,Halecium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
196,196,IZ.005457.CN,Halecium delicatulum,Cnidaria,Hydrozoa,Hydroida,Haleciidae,Halecium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
197,197,IZ.005458.CN,Halecium delicatulum,Cnidaria,Hydrozoa,Hydroida,Haleciidae,Halecium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
2,2,IZ.000020.PR,Halichondria sp.,Porifera,Demospongiae,Halichondrida,Halichondriidae,Halichondria,Atlantic Ocean,,,USA,Connecticut,,,Long Island Sound,on beach,,,,,Verrill,,
86,86,IZ.000430.PR,Haliclona oculata,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
92,92,IZ.000469.PR,Haliclona oculata,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,,,Verrill,41.279,-72.797
101,101,IZ.000603.PR,Haliclona oculata,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
102,102,IZ.000605.PR,Haliclona oculata,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
